,species,kind,spot,cpgi1,cpgi2,prdm9,crossover,cpgi1_cond,cpgi2_cond,prdm9_cond,crossover_cond
38,corn,115,coldspots,0.04556178118549101,0.11749963143151998,0.09943977591036414,0.0014727540500736377,0.04510108864696734,0.11712878984192795,0.09892673821745217,0.001700886891021747
39,corn,115,hotspots,0.038336773813034505,0.10025062656641603,0.1004717676544302,0.000620106968452058,0.04041876490856083,0.1066507684154743,0.09925949267370411,0.0008253549026081215
40,corn,116,coldspots,0.04342376879976408,0.1155093616393926,0.09457467197405278,0.0013952406790171303,0.04250907205806117,0.11751749157812905,0.09076061595893607,0.0014579030494472117
41,corn,116,hotspots,0.03494544382188145,0.1001031991744066,0.09678608285419431,0.0010076738237345942,0.03564802544394381,0.09777424483306836,0.09264219316212384,0.0006602839220864972
42,corn,117,coldspots,0.04659392509584193,0.1175733451275247,0.1021671826625387,0.0013177273079606232,0.04471228615863142,0.11479657942472143,0.10324311712552496,0.0015793949702344794
43,corn,117,hotspots,0.037452079032733704,0.096343800678166,0.09737579242223206,0.0013177273079606232,0.03816591571693612,0.10055643879173291,0.09579328816763825,0.0008253549026081215
44,corn,118,coldspots,0.04570923031554114,0.11278195488721804,0.09833407047029338,0.0010076738237345942,0.04782270606531882,0.11712878984192795,0.0975268315445637,0.0010934272870854087
45,corn,118,hotspots,0.03796815098790917,0.10224089635854341,0.09833407047029338,0.0010076738237345942,0.037503313013517094,0.10280869104398516,0.09941704742397983,0.0013205678441729944
46,corn,119,coldspots,0.044971984665290475,0.1142562288073124,0.10371517027863777,0.0011627005658476088,0.045489891135303266,0.11311220523451672,0.10125991600559962,0.0007289515247236059
47,corn,119,hotspots,0.03420819817163079,0.0938375350140056,0.10113519091847266,0.0010076738237345942,0.03379273787437053,0.09525702172760997,0.1014652591775642,0.0006602839220864972
48,corn,12,coldspots,0.043718667059864345,0.10880141530296329,0.1021671826625387,0.0011627005658476088,0.04523068947641265,0.11168696553511272,0.10370975268315445,0.0012149192078726764
49,corn,12,hotspots,0.037083456207608376,0.10113519091847266,0.10098776352646321,0.0010076738237345942,0.03578054598462762,0.10095389507154214,0.10004726642508271,0.0009904258831297458
50,corn,120,coldspots,0.04784724270126806,0.11418251511130768,0.09899749373433583,0.0010076738237345942,0.04937791601866252,0.11842446229593159,0.1021931871208586,0.0014579030494472117
51,corn,120,hotspots,0.03465054556178119,0.09678608285419431,0.0971546513342179,0.0008526470816215797,0.035515504903260005,0.09697933227344992,0.09469040491570821,0.0008253549026081215
52,corn,121,coldspots,0.042317900324388084,0.11285566858322277,0.0984077841662981,0.0008526470816215797,0.04095386210471747,0.11311220523451672,0.0988100793280448,0.0006074596039363382
53,corn,121,hotspots,0.035830138602182246,0.10039805395842548,0.0925844021819254,0.0011627005658476088,0.03670818976941426,0.10095389507154214,0.08838821490467938,0.0013205678441729944
54,corn,122,coldspots,0.04519315836036567,0.1096859796550199,0.10061919504643962,0.001240213936904116,0.04471228615863142,0.10663384296449857,0.10055996266915539,0.0010934272870854087
55,corn,122,hotspots,0.03605131229725744,0.10231461005454813,0.10231461005454813,0.000620106968452058,0.03631062814736284,0.10227874933757286,0.10256814242949425,0.0004952129415648729
56,corn,123,coldspots,0.042612798584488354,0.11388766032728881,0.10106147722246793,0.001240213936904116,0.04095386210471747,0.11272350349831563,0.1009099393373775,0.0009719353662981412
57,corn,123,hotspots,0.036125036862282515,0.09781807459826036,0.0971546513342179,0.001240213936904116,0.03631062814736284,0.09618441971383147,0.09736883567039546,0.0013205678441729944
58,corn,124,coldspots,0.045930404010616335,0.11152882205513784,0.10445230723868494,0.0009301604526780869,0.0460082944530845,0.11311220523451672,0.10697620158656089,0.0009719353662981412
59,corn,124,hotspots,0.03501916838690652,0.0938375350140056,0.09862892525431226,0.0010076738237345942,0.03525046382189239,0.08969263381028086,0.09658106191901686,0.0003301419610432486
60,corn,125,coldspots,0.048584488351518726,0.11742591773551526,0.10128261831048209,0.0013952406790171303,0.05041472265422499,0.12036797097693704,0.10149323378441437,0.0010934272870854087
61,corn,125,hotspots,0.03538779121203185,0.09774436090225563,0.1017249004865104,0.0011627005658476088,0.03339517625231911,0.09843667196608373,0.0968961714195683,0.0013205678441729944
62,corn,126,coldspots,0.046077853140666473,0.11831048208757187,0.10585286746277459,0.0013177273079606232,0.04341627786417833,0.11764705882352941,0.10300979934671022,0.001336411128659944
63,corn,126,hotspots,0.03435564730168092,0.09899749373433583,0.0984077841662981,0.0010076738237345942,0.03445534057778956,0.09883412824589295,0.09327241216322672,0.0003301419610432486
64,corn,127,coldspots,0.044971984665290475,0.11359280554326993,0.09988205808639246,0.0010076738237345942,0.04315707620528771,0.11311220523451672,0.1021931871208586,0.0009719353662981412
65,corn,127,hotspots,0.03546151577705692,0.0950906678460858,0.0959015185021377,0.0013177273079606232,0.03525046382189239,0.09578696343402225,0.09012131715771231,0.0009904258831297458
66,corn,128,coldspots,0.0460041285756414,0.11514079315936901,0.10165118679050568,0.0017052941632431594,0.046267496111975115,0.11285307074371599,0.101376574895007,0.0019438707325962824
67,corn,128,hotspots,0.033323503391329994,0.09398496240601503,0.10231461005454813,0.0008526470816215797,0.03379273787437053,0.09485956544780075,0.09532062391681109,0.0014856388246946186
68,corn,129,coldspots,0.04548805662046594,0.11123396727111898,0.10275689223057644,0.0019378342764126812,0.045489891135303266,0.11090956206271055,0.10067662155856276,0.0014579030494472117
69,corn,129,hotspots,0.0396638159834857,0.09789178829426508,0.09789178829426508,0.0009301604526780869,0.04041876490856083,0.10095389507154214,0.0968961714195683,0.0004952129415648729
70,corn,13,coldspots,0.04298142140961368,0.11042311661506708,0.09958720330237358,0.0016277807921866521,0.04341627786417833,0.11181653278051308,0.10195986934204386,0.001336411128659944
71,corn,13,hotspots,0.03509289295193158,0.09781807459826036,0.0979655019902698,0.0008526470816215797,0.03564802544394381,0.09499205087440382,0.09342996691350244,0.0004952129415648729
72,corn,130,coldspots,0.0464464759657918,0.11337166445525579,0.0996609169983783,0.0007751337105650725,0.04782270606531882,0.11674008810572688,0.09776014932337844,0.0009719353662981412
73,corn,130,hotspots,0.03538779121203185,0.10039805395842548,0.0984077841662981,0.0013177273079606232,0.03564802544394381,0.10029146793852677,0.09579328816763825,0.00115549686365137
74,corn,131,coldspots,0.04312887053966381,0.11329795075925107,0.10290431962258588,0.0013952406790171303,0.04250907205806117,0.11168696553511272,0.10370975268315445,0.0014579030494472117
75,corn,131,hotspots,0.03494544382188145,0.09538552263010468,0.09958720330237358,0.0011627005658476088,0.03432282003710575,0.09750927397986221,0.09642350716874114,0.001650709805216243
76,corn,132,coldspots,0.042317900324388084,0.1163202122954445,0.09833407047029338,0.0010851871947911015,0.04186106791083463,0.12010883648613631,0.0975268315445637,0.0007289515247236059
77,corn,132,hotspots,0.03546151577705692,0.09936606221435942,0.10084033613445378,0.0010076738237345942,0.0376358335542009,0.10320614732379438,0.09626595241846542,0.0008253549026081215
78,corn,133,coldspots,0.047331170746092596,0.11742591773551526,0.10378888397464249,0.0010851871947911015,0.04678589942975635,0.11959056750453485,0.10627624825011665,0.0008504434455108735
79,corn,133,hotspots,0.03715718077263344,0.10039805395842548,0.09501695415008109,0.0008526470816215797,0.03776835409488471,0.10174880763116058,0.09122420040964235,0.0009904258831297458
80,corn,134,coldspots,0.0464464759657918,0.11948990122364736,0.10518944419873212,0.0018603209053561739,0.046397096941420427,0.12140450894013993,0.10814279048063462,0.0015793949702344794
81,corn,134,hotspots,0.0381156001179593,0.09921863482235,0.10319917440660474,0.00046508022633904347,0.03896103896103896,0.0996290408055114,0.10477390893335434,0.0003301419610432486
82,corn,135,coldspots,0.04659392509584193,0.11875276426360018,0.09973463069438301,0.00046508022633904347,0.04730430274753759,0.11751749157812905,0.10324311712552496,0.0007289515247236059
83,corn,135,hotspots,0.039295193158360366,0.09803921568627451,0.10179861418251511,0.0011627005658476088,0.03949112112377418,0.09790673025967143,0.0968961714195683,0.0009904258831297458
84,corn,136,coldspots,0.048437039221468595,0.12118531623175587,0.10179861418251511,0.0011627005658476088,0.05054432348367029,0.12270018139414356,0.10300979934671022,0.0012149192078726764
85,corn,136,hotspots,0.03723090533765851,0.09855521155830753,0.1004717676544302,0.0010076738237345942,0.03816591571693612,0.09896661367249603,0.09831416417204979,0.0014856388246946186
86,corn,137,coldspots,0.04386611618991448,0.11491965207135486,0.10614772224679346,0.0013177273079606232,0.046267496111975115,0.11894273127753303,0.1065095660289314,0.0014579030494472117
