,distance,mean,median,low_ci,high_ci,kind,nbins
101,500,0.005120749277269268,0.0014111,0.0050300223963317325,0.005206568518043578,KmerZFs_7_0,173344
102,1000,0.005019206656217902,0.001404,0.004901769134963711,0.005154809188247979,KmerZFs_7_0,169223
103,1500,0.004924388147801731,0.0013923,0.004787370783766189,0.005054637247136172,KmerZFs_7_0,165569
104,2000,0.004761820348375166,0.0013825500000000002,0.0046546731560771284,0.004880513358780005,KmerZFs_7_0,161968
105,2500,0.004627990341799872,0.0013801,0.0045311466723472775,0.004718572975193131,KmerZFs_7_0,158166
106,3000,0.004728873629465669,0.0013828,0.004625413854487669,0.004826939422769849,KmerZFs_7_0,154475
107,3500,0.004793304240128198,0.0013818,0.004659299628074648,0.004940275563608943,KmerZFs_7_0,151161
108,4000,0.004800309556053441,0.0013834,0.004639453914527752,0.004966451333601536,KmerZFs_7_0,147858
109,4500,0.0046048181544277545,0.0013844,0.004508612254157751,0.004735397520143244,KmerZFs_7_0,144798
110,5000,0.004511927034063914,0.0013751,0.004403173807352921,0.0046204516069231405,KmerZFs_7_0,141729
111,5500,0.004667194054891511,0.0013768,0.004547902269750204,0.00477068570736153,KmerZFs_7_0,138668
112,6000,0.004712149964647286,0.0013763,0.00461266678970752,0.004826319519636893,KmerZFs_7_0,135541
113,6500,0.004713507260276172,0.0013767302000000001,0.004592015005942837,0.0048168824256135,KmerZFs_7_0,132502
114,7000,0.00473799240739341,0.0013787,0.004635291253612456,0.00484831250540097,KmerZFs_7_0,129537
115,7500,0.004623958643967627,0.0013803,0.0045126737200124915,0.004740822867127409,KmerZFs_7_0,126905
116,8000,0.0044821796871321005,0.0013774,0.004406003901095076,0.004556234123134174,KmerZFs_7_0,124451
117,8500,0.004486760485959696,0.0013837,0.004379306303600759,0.004596248564774407,KmerZFs_7_0,121786
118,9000,0.0045201428708026735,0.0013884,0.004403740259665246,0.004636438145225454,KmerZFs_7_0,119026
119,9500,0.004615629480092569,0.0013843,0.0044992435436479565,0.004719978317261959,KmerZFs_7_0,116687
120,0,0.005525488855962256,0.0014878,0.005433541075668274,0.005622953591288042,KmerZFs_7_1,234871
121,500,0.005105147561217532,0.0014458,0.005007086582208766,0.005200502537505336,KmerZFs_7_1,201783
122,1000,0.004930503415662058,0.0014384,0.00482768383123345,0.005030477222619503,KmerZFs_7_1,196571
123,1500,0.004742247046416979,0.0014314,0.004649449336727499,0.004840430797269633,KmerZFs_7_1,191700
124,2000,0.00467328753451736,0.0014198,0.00460628969469692,0.004746636800915814,KmerZFs_7_1,187059
125,2500,0.0047406079193182335,0.0014152,0.004651173463768365,0.004884429120783466,KmerZFs_7_1,182019
126,3000,0.0046376642216600875,0.0014073,0.00455858648089524,0.0047284812703175,KmerZFs_7_1,177208
127,3500,0.004634920398348442,0.0014154,0.004554945213505322,0.0047480833176950545,KmerZFs_7_1,172545
128,4000,0.004652555545282919,0.0014162,0.004563392597188178,0.004741886880566671,KmerZFs_7_1,168218
129,4500,0.004563903453744272,0.0014139,0.004459984711196671,0.004648528601847722,KmerZFs_7_1,163913
130,5000,0.004541419632420226,0.0014097,0.0044665916244988986,0.004615299244426544,KmerZFs_7_1,160059
131,5500,0.004703134527018626,0.0014176,0.004569458920973575,0.0048106111408155565,KmerZFs_7_1,156045
132,6000,0.004753989075394714,0.0014179,0.004652641312940747,0.004871294277019928,KmerZFs_7_1,152127
133,6500,0.004745021065324345,0.0014163,0.004651007623225025,0.0048492566240693775,KmerZFs_7_1,148385
134,7000,0.004762157942980113,0.0014209,0.004653505773895469,0.004854689790795275,KmerZFs_7_1,144935
135,7500,0.004874704017260068,0.0014215,0.004744855917018325,0.004998054520273232,KmerZFs_7_1,141471
136,8000,0.0048414422907473,0.001416035,0.004725198802976943,0.004979556413786236,KmerZFs_7_1,137705
137,8500,0.004836571331717283,0.0014287,0.004722222028604997,0.004945689440958432,KmerZFs_7_1,134060
138,9000,0.004840369130599868,0.0014365,0.00474219151347225,0.004956156032792294,KmerZFs_7_1,130622
139,9500,0.004897189916083721,0.0014415,0.004788482489395357,0.005010507409901182,KmerZFs_7_1,127208
140,0,0.006315950114566451,0.0016048,0.006193770127099973,0.006446815531581773,KmerZFs_8_0,241198
141,500,0.0056633611679687825,0.0015719,0.005558647289158373,0.005801026492089871,KmerZFs_8_0,208003
142,1000,0.005191266279691902,0.0015318,0.005091958789297626,0.005290756335636812,KmerZFs_8_0,202728
143,1500,0.005005995016222488,0.0015149,0.0049100921402342994,0.005104584833772876,KmerZFs_8_0,197521
144,2000,0.00493162208074903,0.0014991,0.004822910502180155,0.0050464088758465295,KmerZFs_8_0,192284
145,2500,0.004884892270448236,0.0014893,0.004781716468834845,0.004979333919394955,KmerZFs_8_0,187048
146,3000,0.004918099966819544,0.00148305,0.004821666213611067,0.005045275520853876,KmerZFs_8_0,182060
147,3500,0.004963363974749285,0.0014772499999999998,0.004834413529731777,0.005062616159379576,KmerZFs_8_0,177390
148,4000,0.004961450852533816,0.0014668,0.004869206047487176,0.00506418519977117,KmerZFs_8_0,173078
149,4500,0.004862868385356263,0.0014648,0.004780033396315706,0.0049502450690562545,KmerZFs_8_0,168676
150,5000,0.004785651539725073,0.0014563,0.004682043021161476,0.004872337022268916,KmerZFs_8_0,164340
151,5500,0.0048042345188440755,0.0014544,0.004723974557699242,0.004888808622805331,KmerZFs_8_0,159964
152,6000,0.004827982632020406,0.0014536,0.004735362588804261,0.00491647540296471,KmerZFs_8_0,155880
153,6500,0.004823192493077309,0.0014562,0.0047276815264793385,0.004917336100175299,KmerZFs_8_0,151674
154,7000,0.004880758404451901,0.00145,0.004783767961029066,0.004984856425258149,KmerZFs_8_0,147727
155,7500,0.004894274315733561,0.0014494,0.004803314959143383,0.0049868729759581,KmerZFs_8_0,144147
156,8000,0.004918314448216466,0.0014535,0.00482210191354163,0.005044663809780319,KmerZFs_8_0,140018
157,8500,0.004886520366940818,0.0014535,0.004772231939229621,0.004990337602844136,KmerZFs_8_0,136376
158,9000,0.004931041567093015,0.0014517,0.004812472138036567,0.00504984066151708,KmerZFs_8_0,132911
159,9500,0.004814317646267527,0.0014573,0.004732937844000721,0.004909817321762455,KmerZFs_8_0,129420
160,0,0.006923375120419394,0.0019388,0.006814665574076709,0.007034586024063893,KmerZFs_9_0,281949
161,500,0.006642033338306923,0.0019072,0.0065345152166764175,0.006763752148815937,KmerZFs_9_0,242390
162,1000,0.006256769100808549,0.0018681,0.006163576582025162,0.006368552899305039,KmerZFs_9_0,235125
163,1500,0.005991823528539774,0.0018381,0.005890293114489139,0.0060800735639400414,KmerZFs_9_0,227103
164,2000,0.005929908999578979,0.0018081,0.005820067957704067,0.006057162606274959,KmerZFs_9_0,219560
165,2500,0.005821688168507994,0.001784,0.0057242344434652445,0.005925148044384468,KmerZFs_9_0,212417
166,3000,0.005791052895890679,0.0017619,0.005699664145026623,0.005873943126468193,KmerZFs_9_0,205745
167,3500,0.005738319665282302,0.001736,0.005659377349535139,0.005827536458796249,KmerZFs_9_0,198909
168,4000,0.005761718862613238,0.0017134,0.005662955051469571,0.005873763790385837,KmerZFs_9_0,192098
169,4500,0.005726801715244715,0.0017105,0.005618088173620942,0.005845667545311107,KmerZFs_9_0,186071
170,5000,0.005689964609653775,0.00169345,0.005588355976090351,0.005808056699854633,KmerZFs_9_0,180258
171,5500,0.005714448778222834,0.0016759,0.005607310738819947,0.005833045799928576,KmerZFs_9_0,174936
172,6000,0.0057954892879889825,0.0016527,0.005676000184974805,0.005938917156970877,KmerZFs_9_0,169517
173,6500,0.005600594029187754,0.0016391,0.005487025722665929,0.005737535779824068,KmerZFs_9_0,163986
174,7000,0.005369147876998442,0.001615835,0.005278395928299247,0.0054503853495414785,KmerZFs_9_0,158805
175,7500,0.005368249545945669,0.0015967,0.005273244472847771,0.005453319294798759,KmerZFs_9_0,154173
176,8000,0.0053460037876212445,0.0015893,0.005252929004423276,0.00545437478161198,KmerZFs_9_0,149170
177,8500,0.005291121071984493,0.0015852,0.005192869727976723,0.005394988506212707,KmerZFs_9_0,144700
178,9000,0.005175759288337414,0.0015694,0.005086389576250311,0.005265500940260882,KmerZFs_9_0,140546
179,9500,0.005204310293935346,0.0015634,0.0051065398516296785,0.00531775483058969,KmerZFs_9_0,136341
180,0,0.005770937777389778,0.0016356345000000001,0.005744831369663065,0.005796987769069743,prdm9_all,2714418
181,500,0.005294047609961378,0.0015509,0.005259718540797195,0.0053287393499816755,prdm9_all,1621561
182,1000,0.004967396996534531,0.0014948,0.004934140391345539,0.0050044200625412195,prdm9_all,1153626
183,1500,0.004737004050410559,0.0014483,0.00468950244911364,0.0047789526034664916,prdm9_all,823588
184,2000,0.004544107724378957,0.0014005,0.004491201219085538,0.004597034623191585,prdm9_all,589937
185,2500,0.004438988146590586,0.0013599,0.004382546056082626,0.004498409504283692,prdm9_all,424377
186,3000,0.004262285657990271,0.0013234,0.0041942364722270834,0.0043273391527673104,prdm9_all,306728
187,3500,0.004305874865434465,0.0013062,0.0041784487143796175,0.004410416285180944,prdm9_all,222629
188,4000,0.004255561446606982,0.0013055836000000001,0.004119947092494013,0.004395521059679363,prdm9_all,161268
189,4500,0.00391580300994861,0.00129105,0.00381109106187848,0.004014689093753812,prdm9_all,117012
190,5000,0.003981388115403013,0.0012813,0.0038460892704651377,0.004116053897188468,prdm9_all,85176
191,5500,0.003829904525224972,0.0012648,0.0036443483063968523,0.0040421063521182965,prdm9_all,62399
192,6000,0.003910137276588076,0.0012544,0.0036765950570018945,0.004190825576271924,prdm9_all,45820
193,6500,0.003579940694529945,0.0012514,0.0033724499869779816,0.0037514199291038557,prdm9_all,33114
194,7000,0.003407496175420842,0.001241,0.003247351650390785,0.0035983925600360164,prdm9_all,24134
195,7500,0.0032441781531590192,0.0012103,0.0030908356859887113,0.0034224021022068014,prdm9_all,17872
196,8000,0.003314052560645183,0.0011592,0.0031093517614421457,0.0035566447844298976,prdm9_all,13390
197,8500,0.003256992015258825,0.0011132,0.002868747128794079,0.003858169746644313,prdm9_all,9914
198,9000,0.00294234749474501,0.0011035,0.0027187780090184694,0.0031324725483466943,prdm9_all,7365
199,9500,0.0030135304009640926,0.001117,0.00277198920829027,0.0032513742406832654,prdm9_all,5375
200,0,0.012145880134648186,0.004707,0.011007919008530561,0.013697251892043356,promoters,1407
201,500,0.005424410152486188,0.0018818,0.004888982549633977,0.005970517903684392,promoters,724
202,1000,0.004488216911618911,0.0013217,0.003905394448291547,0.005030664293507523,promoters,698
203,1500,0.0037633839124349153,0.001145,0.003257209542065467,0.004219043888799005,promoters,653
204,2000,0.003856097085189003,0.0011574,0.003143723423960481,0.004694421726367698,promoters,582
205,2500,0.0031721900882246377,0.0011574,0.0025981986961639493,0.003805111984624095,promoters,552
206,3000,0.002920059639578544,0.00109415,0.002471066283439655,0.0035150901011254793,promoters,522
207,3500,0.002883596703281853,0.00098725,0.002380739161645753,0.0033524923296621625,promoters,518
208,4000,0.0028016470453345725,0.00099889,0.0023273206389670077,0.0033410916181129185,promoters,538
209,4500,0.0027970491698113206,0.00112452,0.0023791424229575473,0.003170534296754717,promoters,530
210,5000,0.002180514320636008,0.0010249,0.0018991360871827298,0.002410174003352495,promoters,511
211,5500,0.0027585563351467503,0.00090271,0.0022814226705765196,0.003266087922255503,promoters,477
212,6000,0.00425049717495354,0.00088647,0.0034143952216392146,0.005332921266974558,promoters,452
213,6500,0.0036235614682735427,0.0008322,0.002826968711785314,0.004516354890454036,promoters,446
214,7000,0.002248383752969121,0.0007004,0.001863408328236342,0.0026940154211104513,promoters,421
215,7500,0.0021981307998644984,0.00086978,0.0017444155683401085,0.0026663102637771003,promoters,369
216,8000,0.00288788552798913,0.00092047,0.002239918319152174,0.003429841116235055,promoters,368
217,8500,0.0031036321309210525,0.000956005,0.0024682728405723683,0.0037965921432105264,promoters,380
218,9000,0.003132274869501466,0.00099667,0.002420751686642229,0.003977150926290324,promoters,341
219,9500,0.0026335315875227966,0.00092141,0.002091993150845745,0.003250468442973024,promoters,329
