All PRDM9 Alleles_mean	All PRDM9 Alleles_025	All PRDM9 Alleles_975	PRDM9-Shared-11ZFs_mean	PRDM9-Shared-11ZFs_025	PRDM9-Shared-11ZFs_975	PRDM9-Shared-12ZFs_mean	PRDM9-Shared-12ZFs_025	PRDM9-Shared-12ZFs_975	PRDM9-Shared-5ZFs_mean	PRDM9-Shared-5ZFs_025	PRDM9-Shared-5ZFs_975	PRDM9-Shared-6ZFs-A_mean	PRDM9-Shared-6ZFs-A_025	PRDM9-Shared-6ZFs-A_975	PRDM9-Shared-6ZFs-B_mean	PRDM9-Shared-6ZFs-B_025	PRDM9-Shared-6ZFs-B_975	PRDM9-Shared-7ZFs-A_mean	PRDM9-Shared-7ZFs-A_025	PRDM9-Shared-7ZFs-A_975	PRDM9-Shared-7ZFs-B_mean	PRDM9-Shared-7ZFs-B_025	PRDM9-Shared-7ZFs-B_975	PRDM9-Shared-8ZFs_mean	PRDM9-Shared-8ZFs_025	PRDM9-Shared-8ZFs_975	PRDM9-Shared-9ZFs_mean	PRDM9-Shared-9ZFs_025	PRDM9-Shared-9ZFs_975
1.4687579488024236	1.459401750448644	1.4838398575613407	1.080410811519951	1.063961964469471	1.097136998795427	1.0592267380981109	1.0472136255792892	1.07180787743365	0.9892343874406816	0.9761064362605377	1.008659521090781	0.9916564733892326	0.9714167290053609	1.0071927225019355	1.0103624373118079	0.9992520710620423	1.028115700884499	1.066973161070719	1.0464750290935716	1.0879538691872035	0.9695153603346139	0.9538955271951637	0.9832732181915725	1.0151214806132922	0.9969952605797536	1.0338584972806906	1.1294950289515344	1.1118116761351042	1.146077824103137
1.4584983612845732	1.4470226404975486	1.4768050352179263	1.0785550100457757	1.0594799022736985	1.094816382099188	1.0585540079302418	1.0432792083505715	1.0704751421030132	0.9869469461135097	0.9758120309903949	1.0064531083990447	0.9898983979294976	0.9677005618539655	1.005800125057901	1.010524482677063	0.9995743176463243	1.0280736070353618	1.0603428363757688	1.040851732011121	1.0796548905353336	0.9672645061217414	0.9543269425992157	0.9815131430445762	1.0134036581829071	0.9942170759964131	1.0309960697404827	1.1280309883045723	1.1106928953358386	1.144908676342228
1.4515261298001525	1.4376289670034257	1.4702629695376215	1.0761503051278811	1.0549557403602332	1.0935959387585439	1.0579867144045563	1.0415249172743548	1.0702643941866237	0.9880174894672596	0.9762430570286404	1.0053200410398777	0.987589141762373	0.9664123714677024	1.003279227027007	1.0118378881033505	1.0004917117059413	1.0291836096342792	1.0538961619841063	1.0343363051037031	1.0709626519736841	0.9664383961663299	0.9542159415140357	0.9823344564885292	1.0122897460499871	0.9942207663521342	1.029618648147874	1.1271700878373683	1.108099064855211	1.1429597835611915
1.4466664488065448	1.430974907377943	1.4657432795788266	1.0732662326511753	1.05125172062301	1.0918953823074011	1.0581580888330526	1.043338155030353	1.068719172300563	0.9922684593481728	0.9771767876645482	1.007663287931259	0.9838049471019644	0.9660615658793757	0.9997584931305997	1.0134418054440892	1.001186900991958	1.0290300424062933	1.0470293488820062	1.02479670314506	1.063320592875217	0.9673101951502898	0.9543825997035625	0.9830292715927117	1.0106503764189352	0.9927628946106517	1.027547216291687	1.1255817557960301	1.1053295852609062	1.1434787846660415
1.4416189494657767	1.4253275281863722	1.458278768431197	1.0699129771675893	1.0491945142417956	1.0861459257935793	1.058789944655283	1.0421922180784755	1.0678097043342112	0.9980669710745541	0.9800536917565228	1.015822738055667	0.9792592899735227	0.9588727033003469	0.9956169218703305	1.014425809024916	1.001486739977342	1.0289836864778092	1.0405080653180554	1.0154577866785828	1.0602940394051057	0.9701099587834396	0.9531232050045104	0.9852314289891222	1.0084159256263603	0.9908383347863333	1.0237217857161525	1.1228997263401663	1.1030895995983816	1.142021395100831
1.4353075413097125	1.4181590132124182	1.4491742125098923	1.0650339902384867	1.0433331154665884	1.0815212056814243	1.0583033767168248	1.0408805114518531	1.0674187095623575	1.0030128876707742	0.9831670887673541	1.0192084916204796	0.9745663294794313	0.9528450090887112	0.9924615387557637	1.0143591206571136	1.0013160360984705	1.0289040448220372	1.034817118520973	1.0081782646202602	1.055826346570514	0.9728393330463656	0.9532497993015074	0.9875504872101997	1.0061501725059712	0.9888549517847145	1.0200301247907024	1.11894930673091	1.0999463791175934	1.1388233362073656
1.427636410340392	1.4076440865979576	1.443330237531347	1.058322989952394	1.040443038549423	1.0749889408030422	1.0559892002096365	1.0402607442331697	1.0664467471884895	1.0068148756866087	0.9862996839267748	1.0244508426540757	0.9696074296247577	0.951305995626916	0.988555276277125	1.0127163802559964	0.9987344274636073	1.0271082923067494	1.0301954229875732	1.004585263407072	1.0535011986223328	0.9737475670147743	0.9518815892142037	0.9876295872780317	1.003812653252037	0.9876170286155422	1.0165652443957098	1.1141829445729494	1.0953116981931497	1.1329268277011249
1.4178353662377963	1.397032012770949	1.433747309549152	1.0506345791512948	1.0334966574454894	1.0677640347492354	1.0521346630225774	1.0377830255601965	1.0638294442062803	1.008800380848828	0.9881922016542121	1.0237491715426978	0.9647424759193705	0.9471614569631052	0.9841302959243704	1.0099165478226586	0.9971496375559232	1.0255187025621593	1.0281580231646907	1.006673115135345	1.0536386613519977	0.9728315585511202	0.9512628368749001	0.9860613442292188	1.0015887282655362	0.9867663645684833	1.0147515630259514	1.1098282113468412	1.092496129998092	1.1296540489251503
1.4046709440236116	1.3829820876689989	1.421075009298231	1.043972834980267	1.027567026760472	1.059516072114861	1.0482782422993222	1.034998346020582	1.0628784644660292	1.0082889665834665	0.9871320042548353	1.0195363345056434	0.9607815023921996	0.9425814145352782	0.9805190417192352	1.0069561044157886	0.994926534276452	1.0240608251606231	1.028644749857949	1.0074722544648538	1.0534605886114903	0.969925201259533	0.9498378481418277	0.984751784284411	1.0001309004229024	0.9853092452901159	1.0147633610285933	1.1065781421469747	1.092616661004034	1.125241615724295
1.390190915873568	1.3687374650650892	1.4090881933701798	1.0389665302716433	1.023897571186155	1.0543984260205403	1.0453303823443965	1.0304506890186003	1.0607632186652898	1.0045816185015934	0.9855594832066145	1.0175336948070322	0.9581870895287443	0.9421166120795419	0.9758047514414268	1.0041238317611962	0.9910484400882869	1.0197513717695585	1.030721868547616	1.01034445074261	1.0525292766533145	0.9651181193350465	0.9474564693288229	0.981939021065027	0.9999353157336971	0.9825761039552176	1.0154949828326463	1.1043779287079367	1.0901726398953415	1.1218996154035374
1.3779000330386888	1.357840696248526	1.4010385011402173	1.034777992620716	1.021516187888699	1.051666430706809	1.0429973932864112	1.0276403778330991	1.058273849445653	0.9984604618423812	0.9811469129394107	1.012518774657297	0.9572961594477978	0.9412317829239243	0.975716061090979	1.0014274186187506	0.9867512148978189	1.0159704476007565	1.0337199993196526	1.0137791858684395	1.0567072257006493	0.9595905496243503	0.946063089723138	0.976555862442004	1.0006227057032833	0.9826411104308033	1.0148052141812378	1.1029714361926026	1.0882321336848113	1.1204389640244306
1.368796490293127	1.3488831156874166	1.393835671538574	1.0309208601066004	1.0205100352086167	1.04827018301746	1.041583955203941	1.0265323867806413	1.0563909787668926	0.9911899768849869	0.9750734538261016	1.0057072288924211	0.9578574062033434	0.9439333415923622	0.9745592459775008	0.9989562637376752	0.9832555952392192	1.0125450439030002	1.0375412440959546	1.0160064162021323	1.0608477082397494	0.9563640955514074	0.9439690728535609	0.9734253881627895	1.0027846688856927	0.9844227212760096	1.0188913892338716	1.1024342577484714	1.0873295883117273	1.1161178037687969
1.3621347361938883	1.3434786733644561	1.3876760577419611	1.0281623035491014	1.0177865474014778	1.044693702689855	1.0416076956877591	1.026576730962376	1.0557489108922284	0.9836730988514601	0.9691215064842954	0.999884467780736	0.9595110735192329	0.9469612662726109	0.9741557830693612	0.9967344469402629	0.9834900192336359	1.0083438730969876	1.0419179652957504	1.0198194491755337	1.0673026841456577	0.9562412513172543	0.943974016144679	0.9729563514498236	1.0065337224882058	0.9857987654324987	1.0230857797032342	1.1023300353751226	1.0881710818728314	1.1175519263822309
1.3575704288505912	1.3395357672149386	1.3822342483449608	1.0271234368623745	1.017599968937693	1.0437189530075237	1.043242805490597	1.0285561525666838	1.0559776033698272	0.9768044657098833	0.9627871737948908	0.995488699443949	0.9612575258749771	0.9472109077479244	0.9760757640035946	0.9947279801266772	0.9831524410957097	1.0098420157311894	1.0455770942846134	1.0226523575203317	1.070618715935319	0.9566268019409311	0.9418273976929415	0.971741500572255	1.0108300415816533	0.9858772957849612	1.027112945388489	1.101995851116065	1.0870811535711418	1.1159752042333253
1.3566465348901167	1.335894737439172	1.3830916233908679	1.0274910877168515	1.0178944212695051	1.0460764706527508	1.0448898618976068	1.030630008215389	1.0550249544448842	0.971413291917102	0.9585798754726278	0.9931430881401658	0.9632478480046623	0.9479323368745114	0.9763199015281266	0.9938945733293404	0.9828552868558338	1.0096438888594323	1.0483370319106053	1.023941997148578	1.0697900499443045	0.9570542828241153	0.9400683793312823	0.9723718212770819	1.0137946326117775	0.9886098848202574	1.0323162526952205	1.1006829410958416	1.0856390641878353	1.1131104176858708
1.359724691057912	1.3355717347683171	1.3830181081568602	1.0285913587604272	1.0175842683385299	1.0489032225367474	1.0455720075421049	1.0315413460828688	1.056666715402354	0.9683394850208998	0.957846641745139	0.9936005032755496	0.9655621938064863	0.9488571619269215	0.9774366166200558	0.9945572600162924	0.9821433412010646	1.0142026171727752	1.051054971628894	1.027610412904475	1.0711304987707413	0.9580509172577212	0.9401257090117712	0.975422331329809	1.0147630417222677	0.9911422649424159	1.035261550025097	1.0983349546872498	1.0825144093689194	1.110008594933107
1.364309142970919	1.3359641794744441	1.3901153113917883	1.030230735215896	1.017957320966984	1.050397631587362	1.0462114036011114	1.0314768745225606	1.0579510911404408	0.9667188859142835	0.9512045904728954	0.9940614006631133	0.9668716213527085	0.9477146715961858	0.9805858742552817	0.9962530461719671	0.9821420224860435	1.017021012648403	1.0539553036110931	1.0285480353781649	1.0753723385913248	0.958180765701719	0.939004419755889	0.9752752530861851	1.0148463550958744	0.9931378597526977	1.0361518200833877	1.095334435220313	1.078943915102938	1.1057136610359246
1.3690052194808147	1.3366259892615506	1.4019905324405377	1.0325516392975946	1.0156606336752592	1.0518258395773632	1.046830263297984	1.0316559681877429	1.058527222782752	0.9678345663876977	0.945993575987121	0.9968691686203737	0.9668513947778807	0.9486947702520631	0.9831794115677258	0.9988526701081493	0.9838220582781143	1.0186197657233604	1.0553774566553376	1.0265602256153787	1.0820045419883022	0.9566720379563846	0.9385593520677611	0.9738087447654524	1.01432812587588	0.9944178551263229	1.0332724856161466	1.0920921563678634	1.0775939721465313	1.1027562544631286
1.3727838914877533	1.3341417236586959	1.4112918403187111	1.035636393593248	1.014262828085167	1.0504751630701272	1.0465340382972625	1.0317029856288944	1.0590225309396706	0.9717374522262534	0.944642269247856	0.9996782908641817	0.9670784981908145	0.950361785882759	0.9857788684995663	1.0014066654483094	0.984754428433457	1.0215529804113175	1.0550326827381318	1.025875005772029	1.0843337126069483	0.9546038063897765	0.938415346659668	0.9711360480194697	1.0126103063113168	0.9914986236961503	1.0302622894405378	1.0892566638559937	1.0745136440121186	1.1019751895652623
1.3757013726571579	1.3367822320403804	1.402566743447091	1.039031682849776	1.0159306339682883	1.0543273041524586	1.0456597287613045	1.0293987891763008	1.0590131448001918	0.9758726993343907	0.9455867702756433	1.000051635611383	0.9675199411085458	0.9520939835650221	0.9893442185349498	1.002359741715374	0.9828958988926625	1.0213251881446037	1.0535381659334546	1.0235590929764196	1.0862797443696575	0.9538054381869228	0.9379909930698326	0.970987648498936	1.0104402683313056	0.9929452517184963	1.0318179610045777	1.0873854264026108	1.0733347760354464	1.1034280674673067
1.3755869479845628	1.3262463744644732	1.3976596672168504	1.0418689687699663	1.0183914005351498	1.0588688653529506	1.0453480060143687	1.0269343357373564	1.0612592273950947	0.9785817737037285	0.9483714938700288	1.002361457457999	0.9688139079517808	0.954334963652924	0.9921333164918674	1.0011149991775103	0.9810901854556764	1.0192726245722383	1.0503652116192095	1.019383978731811	1.0827467488732048	0.954328913233836	0.939695346319074	0.9699807344364976	1.0103230792608338	0.9924177250457169	1.0284371020035616	1.0868765262864901	1.0732251786008349	1.102374734704818
1.3677998545384615	1.3105011960076651	1.3963315975413881	1.0430541044948194	1.0179184758344375	1.0623318495891403	1.0449539733344277	1.0245782605395728	1.0620025531318837	0.9803142337832342	0.9521488318698137	0.999185296930398	0.9712535876950682	0.9566762252162367	0.9935011576885638	0.9990067004226192	0.9815117967403988	1.0157365711845343	1.0469319984936578	1.0176503768500125	1.0765287714504808	0.9544757333298404	0.9407149271387768	0.968213406887509	1.0118817685190826	0.9935769712852034	1.0285966899388697	1.08795473866732	1.072335388821962	1.101930020856177
1.3533881121808637	1.2994794745131524	1.3870864430005476	1.042316244959328	1.0160508536603474	1.061950322001907	1.0431826722388364	1.0241850326359172	1.061062399140259	0.9822388860935052	0.9558921928069345	0.9986645238687005	0.974917123637145	0.9565531335984596	0.9981363978481025	0.9971185843155458	0.9816245754842728	1.0155836146298522	1.0429323852104968	1.0157184730516715	1.0686940975598924	0.9535728102048163	0.9384854263954492	0.9677749859849896	1.0136472961208938	0.9962054469308945	1.0276852011289666	1.0903520898451868	1.0733606613687543	1.1046881541519487
1.334425224471487	1.2889552211975412	1.3775940760589327	1.0399046392798406	1.0149908734169029	1.055786394104937	1.0407666071451616	1.0221085971463446	1.0592180658927481	0.9835626228407872	0.9582588460651756	1.003309319301263	0.9794850173579737	0.9590021188420379	1.0015465684925187	0.9949621913571307	0.9802391174758954	1.015870920589149	1.0395165360114766	1.014388969996555	1.065483138980612	0.9524761573653906	0.9365403519519117	0.9659696973386456	1.0148401633915167	0.9969672368652656	1.026085440910782	1.0928402968862938	1.0732325991998461	1.1072299933962537
1.3139920225601736	1.2767402822072225	1.358810114134086	1.0354962605383538	1.0133629326399771	1.0496341079081166	1.0385059232679388	1.0194883945952995	1.0584107478083937	0.9826334330381126	0.9593886907367463	1.0034734320441945	0.9841149775985122	0.9647003641261342	1.006236863014003	0.9930102026799859	0.9798021482513756	1.011825205616663	1.0355411926088718	1.0096490550871078	1.059908159884126	0.9513574679498155	0.9364928144673167	0.9629340012510179	1.0142833768479216	0.9958183368207044	1.0280456734847012	1.0944565984667631	1.0731604904197694	1.1075631738442624
1.2935051686763301	1.2564590608161332	1.3331018146500395	1.0290195986918222	1.0095230641614261	1.0457101385960699	1.0366686628222674	1.0170944723979842	1.0567568257950517	0.9796053402266899	0.9570838068026991	0.9985379930853073	0.9882433596145911	0.9670024343281035	1.0105088111120353	0.9918670524268395	0.9795143649175536	1.0064537257383157	1.0310331526663026	1.0009168264688144	1.056651652609068	0.9497714997681008	0.9304616212853993	0.9600554694417119	1.0111523435782845	0.9931290282869295	1.0275159668675105	1.0952585548969547	1.0724364755880018	1.1082824920110828
