,distance,mean,nature,kind,low_ci,high_ci
15,3750,0.004591682554517201,total,KmerZFs_7_1,0.004264354759658162,0.004950808362756168
16,4000,0.004675838457491754,total,KmerZFs_7_1,0.004378862759409104,0.004988054918093204
17,4250,0.00462890153061929,total,KmerZFs_7_1,0.004330928399948059,0.004929518078830464
18,4500,0.004608607428839269,total,KmerZFs_7_1,0.004351492459724735,0.004909178563940535
19,4750,0.004518521829260389,total,KmerZFs_7_1,0.0042561353906500525,0.004867443232088976
20,5000,0.004540829251111419,total,KmerZFs_7_1,0.0042790732313697085,0.004899929081107901
21,5250,0.00454201918024023,total,KmerZFs_7_1,0.004287660459379031,0.004880828684877548
22,5500,0.004621466193166017,total,KmerZFs_7_1,0.004389183887502741,0.004948670355039234
23,5750,0.004786067605614908,total,KmerZFs_7_1,0.004432756314291156,0.005179860670179748
24,6000,0.004735646079758598,total,KmerZFs_7_1,0.004439762787239,0.00506198231108809
25,6250,0.004772633313960595,total,KmerZFs_7_1,0.0044496312631475245,0.005097920350642814
26,6500,0.004752694827394314,total,KmerZFs_7_1,0.004434500478577368,0.005081004967803986
27,6750,0.004737232155140754,total,KmerZFs_7_1,0.0044819469377537485,0.005077269249713904
28,7000,0.004739922268796033,total,KmerZFs_7_1,0.0044766090753673654,0.005070893132589665
29,7250,0.004784739015487959,total,KmerZFs_7_1,0.004485473090044914,0.005142868021304986
30,7500,0.004758345820859902,total,KmerZFs_7_1,0.004454739661963094,0.005097636709493861
31,7750,0.00499304805224887,total,KmerZFs_7_1,0.004600948922905326,0.005397639985739406
32,8000,0.004845375082105906,total,KmerZFs_7_1,0.004516455551496459,0.005194176796440275
33,8250,0.004837436457470002,total,KmerZFs_7_1,0.004510695082424222,0.00517439595158958
34,8500,0.004758577283591684,total,KmerZFs_7_1,0.004446627570822369,0.005090507737513414
35,8750,0.004915976643686191,total,KmerZFs_7_1,0.004546739871722952,0.00526675838378585
36,9000,0.004829672602018331,total,KmerZFs_7_1,0.004502768098679003,0.005207033220776698
37,9250,0.004851241017522769,total,KmerZFs_7_1,0.004466123232880067,0.005223341121773314
38,9500,0.004914813612573845,total,KmerZFs_7_1,0.004580953633276354,0.0053087211227264884
39,9750,0.004879266096707927,total,KmerZFs_7_1,0.004476122413603827,0.0052702015926558935
0,0,0.006478056587519014,total,KmerZFs_8_0,0.005803135438228502,0.007127570579294672
1,250,0.006109958404831858,total,KmerZFs_8_0,0.005714729582259508,0.006628377278787038
2,500,0.005857138675634969,total,KmerZFs_8_0,0.0054258412042870905,0.006317294329273374
3,750,0.005467140582484605,total,KmerZFs_8_0,0.005095964844309539,0.005867965660267839
4,1000,0.005262185977121047,total,KmerZFs_8_0,0.004942128991389296,0.005666371418039425
5,1250,0.005119472255865815,total,KmerZFs_8_0,0.004766700151939164,0.005419806660988071
6,1500,0.005019435525163888,total,KmerZFs_8_0,0.004697087891962962,0.005348037860602354
7,1750,0.004992380138442858,total,KmerZFs_8_0,0.004625768231820009,0.005341838885730157
8,2000,0.0049224831046272175,total,KmerZFs_8_0,0.00453254068059431,0.0052522560768083395
9,2250,0.004940878152095098,total,KmerZFs_8_0,0.004578328485830481,0.005282657268168635
10,2500,0.004915783015693999,total,KmerZFs_8_0,0.004536969242307449,0.00529645895404648
11,2750,0.0048535396448362005,total,KmerZFs_8_0,0.004490031727030719,0.005243506934758499
12,3000,0.004912817990218169,total,KmerZFs_8_0,0.004505994357286377,0.0053125166796884485
13,3250,0.004923455446220274,total,KmerZFs_8_0,0.004519461635090472,0.0053867469838600225
14,3500,0.005018799627869132,total,KmerZFs_8_0,0.004625157097234578,0.005444929925351953
15,3750,0.004907164325592663,total,KmerZFs_8_0,0.0044963786580478554,0.005333036814466538
16,4000,0.004929343361648186,total,KmerZFs_8_0,0.004495676871390463,0.005358370919089353
17,4250,0.004993982604038097,total,KmerZFs_8_0,0.00457489948014027,0.005433521513023183
18,4500,0.0049042339891145524,total,KmerZFs_8_0,0.004505748690083185,0.005319393940126573
19,4750,0.004820943813643831,total,KmerZFs_8_0,0.004429377298822297,0.005253109940160819
20,5000,0.004787440252950972,total,KmerZFs_8_0,0.004414099903896985,0.005153062355758703
21,5250,0.004783836070367055,total,KmerZFs_8_0,0.004442731149512703,0.005118379271110597
22,5500,0.004807815826703001,total,KmerZFs_8_0,0.004465819017290674,0.005131195138918011
23,5750,0.004800608424924741,total,KmerZFs_8_0,0.0044437091036727,0.005161579040176788
24,6000,0.004770949463731341,total,KmerZFs_8_0,0.004439041767063279,0.005096200503592757
25,6250,0.0048857819394856625,total,KmerZFs_8_0,0.004507069759540846,0.005289565149261874
26,6500,0.004844974757602965,total,KmerZFs_8_0,0.00448969691303787,0.005214093597986238
27,6750,0.004801105375188089,total,KmerZFs_8_0,0.004455211662886942,0.005181892176452177
