,distance,mean,nature,kind,low_ci,high_ci
28,7000,0.004843611044660291,total,KmerZFs_8_0,0.004499059174862747,0.005270322253134108
29,7250,0.004918445262384516,total,KmerZFs_8_0,0.004546745730942488,0.005373830393628284
30,7500,0.004899585464493922,total,KmerZFs_8_0,0.004509156153174969,0.005328829012339771
31,7750,0.0048888918748921486,total,KmerZFs_8_0,0.004499212013858669,0.0053660132748133095
32,8000,0.004965806794506848,total,KmerZFs_8_0,0.004566125029602975,0.005411880464739846
33,8250,0.0048701030490887354,total,KmerZFs_8_0,0.004516432355264156,0.0052667266554258605
34,8500,0.004858904047537248,total,KmerZFs_8_0,0.004513320141187442,0.0052472624425342965
35,8750,0.004914522495074447,total,KmerZFs_8_0,0.004548744536721359,0.005357768652872902
36,9000,0.00496673632516463,total,KmerZFs_8_0,0.004621616990213997,0.005473474304178541
37,9250,0.0048948366829777885,total,KmerZFs_8_0,0.004531492257578415,0.005280586861007759
38,9500,0.004801203387277418,total,KmerZFs_8_0,0.004476281535633433,0.005109513414453235
39,9750,0.004827629560454943,total,KmerZFs_8_0,0.0044838945610577476,0.005178755324540204
0,0,0.006969047420745907,total,KmerZFs_9_0,0.006514409536781569,0.007534022275011585
1,250,0.0068653933239700106,total,KmerZFs_9_0,0.00646956365108507,0.00737078519194995
2,500,0.0067219224445565036,total,KmerZFs_9_0,0.006317629354130316,0.007257236605564548
3,750,0.006560944819578647,total,KmerZFs_9_0,0.006141568209671159,0.007023850933237413
4,1000,0.006352043054360022,total,KmerZFs_9_0,0.005997014362822546,0.00679128861428839
5,1250,0.00616004737119647,total,KmerZFs_9_0,0.0058338975448233325,0.0065936705332587985
6,1500,0.006047761618991889,total,KmerZFs_9_0,0.005713726195753743,0.006503578637559712
7,1750,0.005934930033984812,total,KmerZFs_9_0,0.00555250305767282,0.00641084978012218
8,2000,0.005929409005249764,total,KmerZFs_9_0,0.00558340069100715,0.006444808537143759
9,2250,0.005930416538013972,total,KmerZFs_9_0,0.00557596501145286,0.006411953827528744
10,2500,0.005852053353478681,total,KmerZFs_9_0,0.005472576198076919,0.00634917841680716
11,2750,0.005790843777423961,total,KmerZFs_9_0,0.005420561424980017,0.006248414696426134
12,3000,0.005811999988547356,total,KmerZFs_9_0,0.00540686838808664,0.006302739562839645
13,3250,0.005769801639577425,total,KmerZFs_9_0,0.005361958667835821,0.0062905417968865
14,3500,0.005789705913030434,total,KmerZFs_9_0,0.005374976971242219,0.006304198992093582
15,3750,0.005686103699795489,total,KmerZFs_9_0,0.005266591878553081,0.006167261971654299
16,4000,0.0057210311507108,total,KmerZFs_9_0,0.0052988529301804446,0.006201057019097793
17,4250,0.005802992813438454,total,KmerZFs_9_0,0.005367453278525622,0.006410640691261581
18,4500,0.0057296214001830124,total,KmerZFs_9_0,0.0053680912500763045,0.006202638982220004
19,4750,0.005723940539208588,total,KmerZFs_9_0,0.005313825637718374,0.006174362313989324
20,5000,0.005738657958646557,total,KmerZFs_9_0,0.005351469431738145,0.006181755169531682
21,5250,0.005640528723426356,total,KmerZFs_9_0,0.005296487151498984,0.006131726204105964
22,5500,0.005699468911599185,total,KmerZFs_9_0,0.005279620423927258,0.006222031733169419
23,5750,0.005729642524666553,total,KmerZFs_9_0,0.0053496184817932516,0.006210267000993192
24,6000,0.005847072298220865,total,KmerZFs_9_0,0.0053908602248556115,0.006356516732219321
25,6250,0.0057430873635015995,total,KmerZFs_9_0,0.005325823206335262,0.006255371962658665
26,6500,0.00567181042539709,total,KmerZFs_9_0,0.005262950846604161,0.006170237886019222
27,6750,0.005528269472240941,total,KmerZFs_9_0,0.0051422760451655305,0.005982849395967206
28,7000,0.0053886880486153955,total,KmerZFs_9_0,0.005039508360278929,0.005829248722032536
29,7250,0.005349338860768197,total,KmerZFs_9_0,0.0050091912719273605,0.005779599051492023
30,7500,0.005355880730192959,total,KmerZFs_9_0,0.004995559656654539,0.005754980681710276
31,7750,0.005380803455851564,total,KmerZFs_9_0,0.005021116412892487,0.005829910156485108
32,8000,0.005327850710788187,total,KmerZFs_9_0,0.004973649404544606,0.005757912350446808
33,8250,0.005364430038491044,total,KmerZFs_9_0,0.0049965427474689085,0.005807045422964527
34,8500,0.005293790899258103,total,KmerZFs_9_0,0.004906780997483791,0.005737296080180169
35,8750,0.005288415358238006,total,KmerZFs_9_0,0.004868097418985541,0.005730984295295964
36,9000,0.00517767121541985,total,KmerZFs_9_0,0.004795033466460321,0.005653355588462118
37,9250,0.005173820235114767,total,KmerZFs_9_0,0.004771666096122891,0.005642923304058001
38,9500,0.00519012937476814,total,KmerZFs_9_0,0.004777050011251281,0.005684176092436562
39,9750,0.005218713654782569,total,KmerZFs_9_0,0.004812019686552709,0.005710349988689676
0,0,0.005877883430722937,total,prdm9_all,0.0055021501729268976,0.006258652935053643
1,250,0.005600095886270179,total,prdm9_all,0.0052882493551157745,0.00592777803256493
2,500,0.0053818076975635995,total,prdm9_all,0.00506515831193323,0.005694603589400854
3,750,0.005190130118065375,total,prdm9_all,0.00489198362314791,0.005488667442129954
4,1000,0.0050228126223049495,total,prdm9_all,0.004724045686862019,0.005308868980886267
5,1250,0.004901700281829993,total,prdm9_all,0.0046018621375097215,0.0051846459684746155
6,1500,0.004802991436842682,total,prdm9_all,0.004525256455381815,0.005079090726257887
7,1750,0.004659064775110206,total,prdm9_all,0.004397833878745513,0.004920695674359384
8,2000,0.004552609350930143,total,prdm9_all,0.004287459461850879,0.004810712631604539
9,2250,0.0045341029339613,total,prdm9_all,0.004276904354068098,0.004791411057322113
10,2500,0.004504324379023337,total,prdm9_all,0.004238932933291106,0.004789040192282524
11,2750,0.004362134368145886,total,prdm9_all,0.0041184971446871,0.004666970779327803
12,3000,0.004271098734793428,total,prdm9_all,0.004002556340748872,0.004564186657161952
13,3250,0.004251952779543916,total,prdm9_all,0.0039869444060632135,0.0045889187221805966
14,3500,0.004282678387281343,total,prdm9_all,0.003976859509147002,0.004668465814265178
15,3750,0.0043331160238671874,total,prdm9_all,0.0039730010690854035,0.004733276625217688
16,4000,0.0043381084445798185,total,prdm9_all,0.0038895408160590406,0.0048998081725243
17,4250,0.004158694049729777,total,prdm9_all,0.0037814123991707035,0.0046329474158913345
18,4500,0.003955290537981165,total,prdm9_all,0.0036187028856332496,0.004395391122633907
19,4750,0.0038697096039166084,total,prdm9_all,0.0035368074799882157,0.004280214283355926
20,5000,0.00395138336285149,total,prdm9_all,0.0035166501742314575,0.004509901537360427
21,5250,0.004016446621592031,total,prdm9_all,0.003647172556398746,0.004457477051139087
22,5500,0.0037487154104532596,total,prdm9_all,0.0033999665313583505,0.0041403695482972805
23,5750,0.003924110770259383,total,prdm9_all,0.003393380311411474,0.0044846252943318765
24,6000,0.0038378031605741806,total,prdm9_all,0.0033518311918543163,0.004328643302655228
25,6250,0.003994621196805867,total,prdm9_all,0.0033715421270597494,0.004638473970992948
26,6500,0.0036000762116079987,total,prdm9_all,0.0031334308219644396,0.004210151461091747
27,6750,0.003556172378558504,total,prdm9_all,0.003120550827164394,0.004017828327183096
28,7000,0.003338004188220621,total,prdm9_all,0.002857444334957617,0.003810042686160712
29,7250,0.0034888514286496673,total,prdm9_all,0.0029537660076391268,0.004046409476710771
30,7500,0.0033289403137111897,total,prdm9_all,0.002934413715039154,0.0036838984346075536
31,7750,0.0031458524078146,total,prdm9_all,0.0028474634765778294,0.0034656290521908133
32,8000,0.003107927639993463,total,prdm9_all,0.002763623309314669,0.0034491759066726134
33,8250,0.0035530909766912904,total,prdm9_all,0.002920781317223761,0.0045320838246647975
34,8500,0.0030692612443986547,total,prdm9_all,0.0026769582636060455,0.003523785291052825
35,8750,0.003477321508004821,total,prdm9_all,0.0026287956584206485,0.004687093349627892
36,9000,0.002956239048234481,total,prdm9_all,0.0024734647070001462,0.0035274006479423395
37,9250,0.0029260230732049614,total,prdm9_all,0.0024594152081117947,0.0034456734797659893
38,9500,0.003165215692743607,total,prdm9_all,0.0025536284668996522,0.0038592770640172003
39,9750,0.0028365947966070134,total,prdm9_all,0.0023207292046633784,0.0034760944178666943
0,0,0.01405184597562313,total,promoters,0.010037889122310214,0.01941216356506321
1,250,0.007413989692821782,total,promoters,0.005553438968018429,0.009226545274693717
2,500,0.005868107030327869,total,promoters,0.004655070618738261,0.00732018422298378
3,750,0.004970798260614525,total,promoters,0.0036267549443595986,0.006835603330258846
4,1000,0.004534552249129214,total,promoters,0.0032242096138695806,0.006095297893330384
5,1250,0.004439984805906433,total,promoters,0.003090365744767778,0.006329398683239049
6,1500,0.003480190586554878,total,promoters,0.002549761771373854,0.004641849852387283
7,1750,0.004049191330553846,total,promoters,0.0028335423211708387,0.005592137718549309
8,2000,0.003522070597912458,total,promoters,0.002416688851429695,0.005165868038483185
9,2250,0.004204187845614035,total,promoters,0.0023498979357077323,0.0066973457703027655
10,2500,0.0030219953213235294,total,promoters,0.0022542269267656527,0.004196248934763034
11,2750,0.0033180935760714282,total,promoters,0.002282627630272153,0.004777897915108697
12,3000,0.0029576909123595506,total,promoters,0.001981523599620242,0.004245866006367936
13,3250,0.002880657483372549,total,promoters,0.0018527092727390353,0.00412552777756305
14,3500,0.002793187077186312,total,promoters,0.0018951340716820643,0.004146756642364405
15,3750,0.0029768427098039217,total,promoters,0.001933277264847501,0.004237888841064652
16,4000,0.002705972290805861,total,promoters,0.0018295193678966582,0.003966222171766405
17,4250,0.0029002100943396228,total,promoters,0.001909010267622185,0.004036881874847324
18,4500,0.0025726800381132074,total,promoters,0.0018964520555750887,0.003342183874481903
19,4750,0.003021418301509434,total,promoters,0.0022085016163361417,0.004138489029276887
20,5000,0.002074526008908046,total,promoters,0.001610731866183707,0.0025651835554553223
21,5250,0.00229116611808,total,promoters,0.0016457797782827225,0.00311608446791244
22,5500,0.002125733656898734,total,promoters,0.0015157525481858333,0.00280976371005667
23,5750,0.0033834687299166668,total,promoters,0.0022478904412212993,0.004891476762378262
24,6000,0.004268198908351111,total,promoters,0.002273432507625971,0.006794510132193791
25,6250,0.004232951403964758,total,promoters,0.002447881617912301,0.006668308062653601
26,6500,0.003998334195333333,total,promoters,0.002123306995003667,0.006677468044832937
27,6750,0.003242005524434389,total,promoters,0.0019912588599003593,0.004830172477866915
28,7000,0.0024635286963133637,total,promoters,0.001562833325842193,0.003409538107737245
29,7250,0.002019528592647059,total,promoters,0.0013113218288098997,0.0028973486342441864
30,7500,0.0019694658505376344,total,promoters,0.0012803293541728765,0.002736847410524435
31,7750,0.002430544354918033,total,promoters,0.0014484762673428772,0.0035978240442219554
32,8000,0.0028026599162011175,total,promoters,0.0016472164493596616,0.004227575858433479
33,8250,0.002968601848148148,total,promoters,0.0019054665813067013,0.00436375775547994
34,8500,0.0030410903438829787,total,promoters,0.0017480191210574297,0.00456972598631053
35,8750,0.0031648709640625,total,promoters,0.002019895541595225,0.004336067488321237
36,9000,0.003378583637078652,total,promoters,0.002044479936507582,0.00524278489185836
37,9250,0.002863299650920246,total,promoters,0.0018235597298352272,0.004198613934562044
38,9500,0.00232751703581761,total,promoters,0.0013405452494587287,0.004126181516885863
39,9750,0.002919745197647059,total,promoters,0.001590912816890292,0.004974811521130868
