,distance,mean,nature,kind,low_ci,high_ci
3,1500,0.005005995016222488,total,KmerZFs_8_0,0.004701821479466604,0.00540144230380437
4,2000,0.00493162208074903,total,KmerZFs_8_0,0.004608978243066529,0.005339279148413516
5,2500,0.004884892270448236,total,KmerZFs_8_0,0.00455520999022731,0.005309676903839711
6,3000,0.004918099966819543,total,KmerZFs_8_0,0.0045606700042257545,0.005467920673750201
7,3500,0.004963363974749286,total,KmerZFs_8_0,0.0046265518866966445,0.005504001782633101
8,4000,0.004961450852533816,total,KmerZFs_8_0,0.004607436176378328,0.005462635063649793
9,4500,0.004862868385356263,total,KmerZFs_8_0,0.004483343113442776,0.005413757443163066
10,5000,0.004785651539725073,total,KmerZFs_8_0,0.004438218717176184,0.005234112883157246
11,5500,0.004804234518844076,total,KmerZFs_8_0,0.00447135400407532,0.005236039467678363
12,6000,0.004827982632020407,total,KmerZFs_8_0,0.0044720310813157575,0.005293074365106998
13,6500,0.004823192493077309,total,KmerZFs_8_0,0.004406141301720756,0.005249036802301697
14,7000,0.0048807584044519,total,KmerZFs_8_0,0.004458458594209539,0.005334553129782238
15,7500,0.004894274315733561,total,KmerZFs_8_0,0.004485323576351973,0.005325226632809538
16,8000,0.004918314448216466,total,KmerZFs_8_0,0.00449547341117589,0.005368264712600306
17,8500,0.004886520366940819,total,KmerZFs_8_0,0.004478620447535366,0.0053508031837857075
18,9000,0.004931041567093015,total,KmerZFs_8_0,0.00456447327506345,0.005379040261214931
19,9500,0.004814317646267526,total,KmerZFs_8_0,0.004496786348750508,0.005194332563554237
0,0,0.006923375120419394,total,KmerZFs_9_0,0.0064632439746517166,0.007483498571784695
1,500,0.006642033338306922,total,KmerZFs_9_0,0.006191686558338412,0.007230939616530325
2,1000,0.006256769100808548,total,KmerZFs_9_0,0.005812160189792981,0.006742437366617014
3,1500,0.005991823528539774,total,KmerZFs_9_0,0.005524384850450971,0.006422288175115841
4,2000,0.00592990899957898,total,KmerZFs_9_0,0.005442549498719593,0.006415615637617597
5,2500,0.005821688168507994,total,KmerZFs_9_0,0.005332404802123097,0.006283912884015513
6,3000,0.005791052895890679,total,KmerZFs_9_0,0.005315671735040936,0.006300343150671248
7,3500,0.005738319665282302,total,KmerZFs_9_0,0.005269251266166663,0.0062541162440243915
8,4000,0.005761718862613238,total,KmerZFs_9_0,0.005286947737380305,0.006353431089201947
9,4500,0.005726801715244715,total,KmerZFs_9_0,0.005248988769664321,0.006182096538358434
10,5000,0.005689964609653772,total,KmerZFs_9_0,0.005247088103416136,0.006159400881628776
11,5500,0.005714448778222835,total,KmerZFs_9_0,0.005267181431998929,0.006177136821477254
12,6000,0.005795489287988983,total,KmerZFs_9_0,0.005341972717541507,0.006284817235902784
13,6500,0.005600594029187754,total,KmerZFs_9_0,0.005166990361446095,0.006083449674865506
14,7000,0.005369147876998443,total,KmerZFs_9_0,0.004942832135760748,0.00585426478740581
15,7500,0.005368249545945668,total,KmerZFs_9_0,0.004924073110327132,0.005870715628495323
16,8000,0.0053460037876212445,total,KmerZFs_9_0,0.00491187631045949,0.005855176244574961
17,8500,0.005291121071984494,total,KmerZFs_9_0,0.004834480184529342,0.0058004982555023375
18,9000,0.005175759288337414,total,KmerZFs_9_0,0.004724517652011843,0.005648860129437973
19,9500,0.005204310293935346,total,KmerZFs_9_0,0.004707793793687998,0.005728062444995528
0,0,0.005770937777389778,total,prdm9_all,0.005415132857535786,0.0060973484579517605
1,500,0.00529404760996138,total,prdm9_all,0.004971783959291312,0.0055647216946565
2,1000,0.004967396996534531,total,prdm9_all,0.004675468509678651,0.0052445255556018535
3,1500,0.004737004050410559,total,prdm9_all,0.004473717089039929,0.004965617213814142
4,2000,0.004544107724378957,total,prdm9_all,0.0042759885140927,0.004780297521036369
5,2500,0.004438988146590586,total,prdm9_all,0.004142380936867138,0.00474705359177215
6,3000,0.004262285657990271,total,prdm9_all,0.003941822945937596,0.0045737998587121196
7,3500,0.004305874865434466,total,prdm9_all,0.003956852187569985,0.004705610366257478
8,4000,0.004255561446606982,total,prdm9_all,0.0037819611870802843,0.004714878027899883
9,4500,0.0039158030099486095,total,prdm9_all,0.003572077834709677,0.004311413776222448
10,5000,0.0039813881154030124,total,prdm9_all,0.0036267312486118696,0.004385226370765202
11,5500,0.0038299045252249714,total,prdm9_all,0.0034251041538351096,0.0043517661774228646
12,6000,0.003910137276588076,total,prdm9_all,0.0033844765115536727,0.004627094830088304
13,6500,0.003579940694529945,total,prdm9_all,0.0031057915423117026,0.004236393377680101
14,7000,0.003407496175420842,total,prdm9_all,0.0029657253575870774,0.004039295695497534
15,7500,0.0032441781531590197,total,prdm9_all,0.0029040167211727736,0.0036109069667792405
16,8000,0.003314052560645183,total,prdm9_all,0.0028259010008001343,0.0037705611008099606
17,8500,0.003256992015258825,total,prdm9_all,0.0027173875816298996,0.004086941204074816
18,9000,0.0029423474947450103,total,prdm9_all,0.0024781307319640283,0.003470353213779613
19,9500,0.003013530400964093,total,prdm9_all,0.0024761083803792328,0.00371336845808159
0,0,0.012145880134648188,total,promoters,0.008955065144167768,0.015980965062633516
1,500,0.005424410152486188,total,promoters,0.003966924804337786,0.006953840506311055
2,1000,0.004488216911618911,total,promoters,0.0030289833039422206,0.00568043127064639
3,1500,0.0037633839124349157,total,promoters,0.002549920065384512,0.004867124380150343
4,2000,0.0038560970851890036,total,promoters,0.002373684733641296,0.005796010258033226
5,2500,0.0031721900882246377,total,promoters,0.0022781343228291985,0.0044809557959418315
6,3000,0.002920059639578544,total,promoters,0.0019695892085196203,0.0042907959498156
7,3500,0.0028835967032818533,total,promoters,0.0019309947512766146,0.004117655109942384
8,4000,0.0028016470453345725,total,promoters,0.0019644802843193036,0.003989517207931358
9,4500,0.0027970491698113206,total,promoters,0.0020653267077176095,0.0037412596442495828
10,5000,0.0021805143206360075,total,promoters,0.0015705589676026882,0.0028538522903771763
11,5500,0.0027585563351467507,total,promoters,0.001827031510883122,0.0037071230861268306
12,6000,0.00425049717495354,total,promoters,0.0021437344250212625,0.006133618879602498
13,6500,0.0036235614682735427,total,promoters,0.0019916639529929023,0.005363708531789969
14,7000,0.002248383752969121,total,promoters,0.0015781233629843117,0.003190924139532451
15,7500,0.002198130799864499,total,promoters,0.001294584653397269,0.0033737771224070746
16,8000,0.002887885527989131,total,promoters,0.0015970870683388344,0.004703773377889503
17,8500,0.0031036321309210525,total,promoters,0.0018379000412843522,0.004710349830664358
18,9000,0.003132274869501466,total,promoters,0.0017799768961799423,0.004815435800871152
19,9500,0.002633531587522796,total,promoters,0.0014242217434379167,0.004038165034269726
